Percobaan Wed_Mar_28_02:06:12_2018

784,100,26,0.01,5000
t_0,1.776960,13.729730%
t_1,1.181793,18.500000%
t_2,1.107804,22.581081%
t_3,1.085608,23.229730%
t_4,1.012912,26.182432%
t_5,0.989945,29.621622%
t_6,0.938727,31.554054%
t_7,0.964440,30.932432%
t_8,0.930640,34.858108%
t_9,0.916387,36.662162%
akurasi_testing 35.9747
